size,sample,time_naive,time_better,time_blas
10,0,0.000000,0.000000,0.000000
10,1,0.000000,0.000000,0.000000
10,2,0.000000,0.000000,0.000000
10,3,0.000000,0.000000,0.000000
10,4,0.000000,0.000000,0.000000
10,5,0.000000,0.000000,0.000000
10,6,0.000000,0.000000,0.000000
10,7,0.000000,0.000000,0.000000
10,8,0.000000,0.000000,0.000000
10,9,0.000000,0.000000,0.000000
60,0,0.000000,0.000000,0.000000
60,1,0.000000,0.000000,0.000000
60,2,0.000000,0.000000,0.000000
60,3,0.010000,0.000000,0.000000
60,4,0.000000,0.000000,0.000000
60,5,0.000000,0.000000,0.000000
60,6,0.000000,0.000000,0.000000
60,7,0.000000,0.000000,0.000000
60,8,0.000000,0.000000,0.000000
60,9,0.000000,0.000000,0.000000
110,0,0.010000,0.000000,0.000000
110,1,0.000000,0.000000,0.000000
110,2,0.010000,0.000000,0.000000
110,3,0.000000,0.000000,0.000000
110,4,0.010000,0.000000,0.000000
110,5,0.000000,0.000000,0.000000
110,6,0.010000,0.000000,0.000000
110,7,0.000000,0.000000,0.000000
110,8,0.010000,0.000000,0.000000
110,9,0.000000,0.000000,0.000000
160,0,0.010000,0.000000,0.000000
160,1,0.020000,0.000000,0.000000
160,2,0.010000,0.010000,0.000000
160,3,0.010000,0.000000,0.000000
160,4,0.020000,0.000000,0.000000
160,5,0.010000,0.010000,0.000000
160,6,0.010000,0.000000,0.000000
160,7,0.010000,0.000000,0.000000
160,8,0.010000,0.010000,0.000000
160,9,0.010000,0.000000,0.000000
210,0,0.020000,0.010000,0.000000
210,1,0.030000,0.010000,0.000000
210,2,0.030000,0.000000,0.010000
210,3,0.020000,0.010000,0.000000
210,4,0.030000,0.010000,0.000000
210,5,0.030000,0.000000,0.010000
210,6,0.020000,0.010000,0.000000
210,7,0.020000,0.010000,0.000000
210,8,0.030000,0.000000,0.010000
210,9,0.020000,0.010000,0.010000
260,0,0.050000,0.010000,0.010000
260,1,0.050000,0.010000,0.010000
260,2,0.050000,0.010000,0.010000
260,3,0.050000,0.010000,0.010000
260,4,0.050000,0.010000,0.010000
260,5,0.050000,0.010000,0.010000
260,6,0.050000,0.010000,0.010000
260,7,0.050000,0.010000,0.010000
260,8,0.050000,0.010000,0.010000
260,9,0.050000,0.010000,0.010000
310,0,0.080000,0.020000,0.020000
310,1,0.080000,0.020000,0.020000
310,2,0.110000,0.020000,0.010000
310,3,0.080000,0.020000,0.010000
310,4,0.100000,0.030000,0.010000
310,5,0.090000,0.020000,0.010000
310,6,0.090000,0.020000,0.010000
310,7,0.090000,0.020000,0.010000
310,8,0.090000,0.020000,0.010000
310,9,0.090000,0.020000,0.010000
360,0,0.140000,0.030000,0.020000
360,1,0.120000,0.040000,0.020000
360,2,0.160000,0.030000,0.020000
360,3,0.130000,0.030000,0.030000
360,4,0.130000,0.030000,0.020000
360,5,0.130000,0.040000,0.020000
360,6,0.130000,0.030000,0.030000
360,7,0.130000,0.030000,0.020000
360,8,0.120000,0.040000,0.020000
360,9,0.130000,0.040000,0.020000
410,0,0.190000,0.050000,0.040000
410,1,0.190000,0.060000,0.030000
410,2,0.230000,0.050000,0.030000
410,3,0.200000,0.050000,0.040000
410,4,0.190000,0.050000,0.030000
410,5,0.200000,0.050000,0.040000
410,6,0.190000,0.050000,0.040000
410,7,0.200000,0.050000,0.040000
410,8,0.220000,0.050000,0.040000
410,9,0.190000,0.080000,0.040000
460,0,0.280000,0.070000,0.050000
460,1,0.280000,0.060000,0.050000
460,2,0.270000,0.070000,0.050000
460,3,0.270000,0.070000,0.050000
460,4,0.270000,0.070000,0.050000
460,5,0.280000,0.060000,0.050000
460,6,0.280000,0.090000,0.050000
460,7,0.300000,0.060000,0.050000
460,8,0.270000,0.060000,0.050000
460,9,0.280000,0.060000,0.050000
510,0,1.030000,0.100000,0.070000
510,1,1.000000,0.100000,0.060000
510,2,1.070000,0.100000,0.070000
510,3,1.030000,0.090000,0.070000
510,4,1.030000,0.120000,0.060000
510,5,1.080000,0.090000,0.070000
510,6,1.000000,0.090000,0.070000
510,7,1.000000,0.100000,0.070000
510,8,1.040000,0.100000,0.070000
510,9,1.020000,0.120000,0.070000
560,0,0.520000,0.130000,0.090000
560,1,0.520000,0.130000,0.080000
560,2,0.490000,0.130000,0.090000
560,3,0.520000,0.120000,0.090000
560,4,0.500000,0.120000,0.090000
560,5,0.490000,0.120000,0.090000
560,6,0.550000,0.150000,0.080000
560,7,0.510000,0.130000,0.080000
560,8,0.490000,0.120000,0.110000
560,9,0.490000,0.120000,0.090000
610,0,0.720000,0.160000,0.110000
610,1,0.640000,0.170000,0.110000
610,2,0.660000,0.170000,0.110000
610,3,0.640000,0.190000,0.120000
610,4,0.640000,0.170000,0.110000
610,5,0.630000,0.160000,0.110000
610,6,0.640000,0.160000,0.120000
610,7,0.650000,0.160000,0.110000
610,8,0.630000,0.170000,0.110000
610,9,0.670000,0.160000,0.110000
660,0,1.120000,0.210000,0.170000
660,1,1.060000,0.230000,0.140000
660,2,1.100000,0.250000,0.140000
660,3,1.060000,0.210000,0.150000
660,4,1.070000,0.210000,0.140000
660,5,1.060000,0.210000,0.150000
660,6,1.080000,0.210000,0.140000
660,7,1.120000,0.210000,0.150000
660,8,1.060000,0.210000,0.140000
660,9,1.140000,0.210000,0.140000
710,0,1.020000,0.280000,0.180000
710,1,1.020000,0.270000,0.180000
710,2,1.060000,0.270000,0.180000
710,3,1.020000,0.290000,0.180000
710,4,1.040000,0.260000,0.180000
710,5,1.010000,0.270000,0.180000
710,6,1.020000,0.260000,0.180000
710,7,1.010000,0.260000,0.180000
710,8,1.050000,0.280000,0.170000
710,9,1.010000,0.270000,0.180000
760,0,1.260000,0.340000,0.220000
760,1,1.260000,0.340000,0.220000
760,2,1.280000,0.340000,0.220000
760,3,1.250000,0.320000,0.220000
760,4,1.270000,0.310000,0.220000
760,5,1.280000,0.320000,0.220000
760,6,1.240000,0.370000,0.240000
760,7,1.300000,0.320000,0.220000
760,8,1.240000,0.320000,0.220000
760,9,1.290000,0.320000,0.210000
810,0,1.530000,0.460000,0.260000
810,1,1.510000,0.390000,0.260000
810,2,1.540000,0.390000,0.260000
810,3,1.510000,0.450000,0.280000
810,4,1.510000,0.410000,0.260000
810,5,1.590000,0.400000,0.260000
810,6,1.510000,0.430000,0.260000
810,7,1.530000,0.390000,0.250000
810,8,1.540000,0.380000,0.260000
810,9,1.530000,0.410000,0.260000
860,0,1.830000,0.490000,0.330000
860,1,1.830000,0.480000,0.320000
860,2,1.860000,0.480000,0.310000
860,3,1.930000,0.460000,0.310000
860,4,1.880000,0.490000,0.310000
860,5,1.830000,0.510000,0.310000
860,6,1.820000,0.470000,0.320000
860,7,1.900000,0.490000,0.330000
860,8,1.890000,0.500000,0.320000
860,9,1.830000,0.470000,0.320000
910,0,2.230000,0.630000,0.360000
910,1,2.210000,0.590000,0.390000
910,2,2.210000,0.600000,0.390000
910,3,2.210000,0.590000,0.380000
910,4,2.250000,0.630000,0.380000
910,5,2.280000,0.560000,0.370000
910,6,2.250000,0.590000,0.370000
910,7,2.200000,0.640000,0.390000
910,8,2.360000,0.570000,0.370000
910,9,2.210000,0.580000,0.380000
960,0,2.600000,0.680000,0.430000
960,1,2.650000,0.690000,0.460000
960,2,2.740000,0.710000,0.460000
960,3,2.570000,0.730000,0.470000
960,4,2.540000,0.740000,0.460000
960,5,2.550000,0.770000,0.480000
960,6,2.580000,0.750000,0.430000
960,7,2.600000,0.670000,0.440000
960,8,2.540000,0.690000,0.460000
960,9,2.580000,0.680000,0.440000
1010,0,3.020000,0.830000,0.530000
1010,1,3.020000,0.800000,0.510000
1010,2,3.030000,0.790000,0.510000
1010,3,3.030000,0.870000,0.510000
1010,4,3.020000,0.820000,0.510000
1010,5,2.970000,0.840000,0.510000
1010,6,2.990000,0.850000,0.520000
1010,7,3.020000,0.810000,0.640000
1010,8,3.100000,0.790000,0.570000
1010,9,3.130000,0.810000,0.510000
